x-axis,1,2,3,4
second,Volt,Volt,Volt,Volt
+380.000E-03,-824E-06,-4.970E-03,-3.767E-03,-33.912E-03
+385.000E-03,-14.878E-03,-5.010E-03,-4.019E-03,-33.912E-03
+390.000E-03,-4.506E-03,-5.010E-03,-3.767E-03,-33.912E-03
+395.000E-03,+9.548E-03,-5.010E-03,-3.767E-03,-33.912E-03
+400.000E-03,-711E-06,-5.010E-03,-3.968E-03,-33.912E-03
+405.000E-03,-14.878E-03,-4.769E-03,-4.019E-03,-33.912E-03
+410.000E-03,-4.586E-03,-5.010E-03,-4.019E-03,-33.912E-03
+415.000E-03,+9.725E-03,-5.010E-03,-3.838E-03,-33.912E-03
+420.000E-03,-904E-06,-5.010E-03,-3.878E-03,-33.912E-03
+425.000E-03,-14.781E-03,-5.010E-03,-3.767E-03,-33.912E-03
+430.000E-03,-4.667E-03,-5.010E-03,-3.828E-03,-33.912E-03
+435.000E-03,+9.661E-03,-5.010E-03,-3.787E-03,-33.912E-03
+440.000E-03,-808E-06,-5.010E-03,-3.767E-03,-33.912E-03
+445.000E-03,-14.878E-03,-5.010E-03,-3.767E-03,-33.912E-03
+450.000E-03,-4.490E-03,-5.010E-03,-3.767E-03,-33.912E-03
+455.000E-03,+9.387E-03,-5.010E-03,-3.767E-03,-33.912E-03
+460.000E-03,-759E-06,-5.010E-03,-3.767E-03,-33.912E-03
+465.000E-03,-14.862E-03,-5.010E-03,-3.988E-03,-33.912E-03
+470.000E-03,-4.586E-03,-4.769E-03,-3.767E-03,-33.912E-03
+475.000E-03,+9.741E-03,-4.809E-03,-3.767E-03,-33.912E-03
+480.000E-03,-920E-06,-4.919E-03,-3.767E-03,-33.912E-03
+485.000E-03,-14.846E-03,-4.889E-03,-3.767E-03,-33.912E-03
+490.000E-03,-4.490E-03,-4.758E-03,-3.767E-03,-33.912E-03
+495.000E-03,+9.725E-03,-5.010E-03,-3.767E-03,-33.912E-03
+500.000E-03,-791E-06,-5.010E-03,-3.767E-03,-33.912E-03
+505.000E-03,-15.007E-03,-5.010E-03,-3.767E-03,-33.912E-03
+510.000E-03,-4.072E-03,-5.010E-03,-3.767E-03,-33.912E-03
+515.000E-03,+9.677E-03,-5.010E-03,-3.888E-03,-33.912E-03
+520.000E-03,-952E-06,-5.010E-03,-3.767E-03,-33.912E-03
+525.000E-03,-14.942E-03,-5.010E-03,-3.767E-03,-33.912E-03
+530.000E-03,-4.586E-03,-5.010E-03,-3.767E-03,-33.912E-03
+535.000E-03,+9.870E-03,-5.010E-03,-4.019E-03,-33.912E-03
+540.000E-03,-1.338E-03,-5.010E-03,-4.019E-03,-33.912E-03
+545.000E-03,-14.733E-03,-5.010E-03,-3.767E-03,-33.912E-03
+550.000E-03,-4.410E-03,-5.010E-03,-3.767E-03,-33.912E-03
+555.000E-03,+9.757E-03,-5.010E-03,-3.767E-03,-33.912E-03
+560.000E-03,-840E-06,-5.010E-03,-3.767E-03,-33.912E-03
+565.000E-03,-15.135E-03,-5.010E-03,-3.767E-03,-33.912E-03
+570.000E-03,-4.056E-03,-5.010E-03,-3.767E-03,-33.912E-03
+575.000E-03,+9.741E-03,-5.010E-03,-3.767E-03,-33.912E-03
+580.000E-03,-1.258E-03,-5.010E-03,-3.767E-03,-33.912E-03
+585.000E-03,-14.974E-03,-5.010E-03,-4.019E-03,-33.912E-03
+590.000E-03,-4.490E-03,-4.789E-03,-3.767E-03,-33.912E-03
+595.000E-03,+9.998E-03,-5.010E-03,-3.767E-03,-33.912E-03
+600.000E-03,-1.354E-03,-5.010E-03,-3.767E-03,-33.912E-03
+605.000E-03,-14.830E-03,-5.010E-03,-3.767E-03,-33.912E-03
+610.000E-03,-4.120E-03,-4.879E-03,-3.767E-03,-33.912E-03
+615.000E-03,+9.661E-03,-4.929E-03,-3.767E-03,-33.912E-03
+620.000E-03,-1.290E-03,-4.758E-03,-3.767E-03,-33.912E-03
+625.000E-03,-15.264E-03,-5.010E-03,-4.019E-03,-33.912E-03
+630.000E-03,-4.377E-03,-4.799E-03,-3.767E-03,-34.967E-03
+635.000E-03,+9.677E-03,-4.929E-03,-3.767E-03,-33.912E-03
+640.000E-03,-1.306E-03,-5.010E-03,-3.767E-03,-33.912E-03
+645.000E-03,-15.007E-03,-4.849E-03,-3.767E-03,-33.912E-03
+650.000E-03,-4.088E-03,-5.010E-03,-3.767E-03,-33.912E-03
+655.000E-03,+9.661E-03,-5.010E-03,-4.008E-03,-33.912E-03
+660.000E-03,-1.419E-03,-5.010E-03,-3.988E-03,-33.912E-03
+665.000E-03,-14.926E-03,-5.010E-03,-3.948E-03,-33.912E-03
+670.000E-03,-4.072E-03,-5.010E-03,-3.767E-03,-33.912E-03
+675.000E-03,+9.580E-03,-5.010E-03,-3.767E-03,-33.912E-03
+680.000E-03,-1.338E-03,-5.010E-03,-3.958E-03,-33.912E-03
+685.000E-03,-15.264E-03,-5.010E-03,-3.787E-03,-33.912E-03
+690.000E-03,-3.991E-03,-5.010E-03,-4.019E-03,-33.912E-03
+695.000E-03,+9.468E-03,-4.819E-03,-3.958E-03,-33.912E-03
+700.000E-03,-1.756E-03,-4.909E-03,-3.767E-03,-33.912E-03
+705.000E-03,-15.039E-03,-4.899E-03,-3.767E-03,-34.615E-03
+710.000E-03,-4.040E-03,-5.010E-03,-3.767E-03,-33.912E-03
+715.000E-03,+9.661E-03,-5.010E-03,-3.767E-03,-33.912E-03
+720.000E-03,-1.403E-03,-5.010E-03,-3.767E-03,-33.912E-03
+725.000E-03,-15.023E-03,-5.010E-03,-3.767E-03,-33.912E-03
+730.000E-03,-3.879E-03,-5.010E-03,-3.767E-03,-33.912E-03
+735.000E-03,+9.645E-03,-5.010E-03,-3.767E-03,-33.912E-03
+740.000E-03,-1.788E-03,-4.758E-03,-3.767E-03,-33.912E-03
+745.000E-03,-15.264E-03,-4.758E-03,-3.767E-03,-33.912E-03
+750.000E-03,-4.008E-03,-4.758E-03,-3.767E-03,-33.912E-03
+755.000E-03,+9.806E-03,-4.758E-03,-3.767E-03,-33.912E-03
+760.000E-03,-1.805E-03,-4.758E-03,-3.848E-03,-33.912E-03
+765.000E-03,-14.878E-03,-4.758E-03,-3.898E-03,-33.912E-03
+770.000E-03,-3.847E-03,-4.758E-03,-3.767E-03,-33.912E-03
+775.000E-03,+9.661E-03,-4.758E-03,-3.818E-03,-33.912E-03
+780.000E-03,-1.805E-03,-4.758E-03,-3.767E-03,-33.912E-03
+785.000E-03,-15.119E-03,-4.980E-03,-3.767E-03,-33.912E-03
+790.000E-03,-3.863E-03,-4.829E-03,-3.767E-03,-34.264E-03
+795.000E-03,+9.709E-03,-5.010E-03,-3.767E-03,-34.615E-03
+800.000E-03,-1.595E-03,-5.010E-03,-3.767E-03,-34.666E-03
+805.000E-03,-14.958E-03,-4.758E-03,-3.958E-03,-33.912E-03
+810.000E-03,-3.991E-03,-4.758E-03,-3.767E-03,-34.012E-03
+815.000E-03,+9.934E-03,-4.758E-03,-3.767E-03,-35.068E-03
+820.000E-03,-1.949E-03,-4.758E-03,-3.828E-03,-34.867E-03
+825.000E-03,-15.103E-03,-4.758E-03,-3.767E-03,-33.912E-03
+830.000E-03,-3.943E-03,-4.758E-03,-3.767E-03,-34.615E-03
+835.000E-03,+9.661E-03,-5.010E-03,-3.767E-03,-33.912E-03
+840.000E-03,-1.821E-03,-4.758E-03,-3.767E-03,-34.062E-03
+845.000E-03,-15.216E-03,-4.758E-03,-3.767E-03,-33.912E-03
+850.000E-03,-3.445E-03,-5.010E-03,-3.767E-03,-34.163E-03
+855.000E-03,+9.773E-03,-5.010E-03,-3.767E-03,-33.912E-03
+860.000E-03,-1.885E-03,-4.889E-03,-3.767E-03,-33.912E-03
+865.000E-03,-14.990E-03,-5.010E-03,-4.019E-03,-33.912E-03
+870.000E-03,-3.911E-03,-4.758E-03,-3.767E-03,-34.967E-03
+875.000E-03,+10.063E-03,-5.010E-03,-4.019E-03,-33.912E-03
+880.000E-03,-1.965E-03,-4.758E-03,-3.767E-03,-33.912E-03
+885.000E-03,-15.007E-03,-4.839E-03,-3.767E-03,-33.912E-03
+890.000E-03,-3.493E-03,-4.758E-03,-3.767E-03,-33.912E-03
+895.000E-03,+9.661E-03,-4.758E-03,-3.928E-03,-34.716E-03
+900.000E-03,-1.917E-03,-4.959E-03,-3.767E-03,-34.163E-03
+905.000E-03,-15.248E-03,-5.010E-03,-3.767E-03,-33.912E-03
+910.000E-03,-3.429E-03,-4.980E-03,-3.767E-03,-33.912E-03
+915.000E-03,+9.725E-03,-4.829E-03,-3.838E-03,-33.912E-03
+920.000E-03,-2.158E-03,-5.010E-03,-4.019E-03,-34.615E-03
+925.000E-03,-15.023E-03,-5.010E-03,-3.918E-03,-33.912E-03
+930.000E-03,-3.461E-03,-5.010E-03,-4.019E-03,-33.912E-03
+935.000E-03,+9.998E-03,-5.010E-03,-4.019E-03,-34.012E-03
+940.000E-03,-2.014E-03,-5.010E-03,-3.787E-03,-35.068E-03
+945.000E-03,-15.071E-03,-5.010E-03,-4.019E-03,-33.912E-03
+950.000E-03,-3.204E-03,-5.010E-03,-3.868E-03,-33.912E-03
+955.000E-03,+9.838E-03,-5.010E-03,-4.019E-03,-33.912E-03
+960.000E-03,-1.965E-03,-5.010E-03,-4.019E-03,-33.912E-03
+965.000E-03,-15.216E-03,-5.010E-03,-4.019E-03,-33.912E-03
+970.000E-03,-3.396E-03,-5.010E-03,-3.767E-03,-33.912E-03
+975.000E-03,+9.500E-03,-5.010E-03,-3.818E-03,-33.912E-03
+980.000E-03,-2.383E-03,-5.010E-03,-3.928E-03,-33.912E-03
+985.000E-03,-15.055E-03,-5.010E-03,-4.019E-03,-33.912E-03
+990.000E-03,-3.413E-03,-5.010E-03,-4.019E-03,-33.912E-03
+995.000E-03,+9.596E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.000000E+00,-2.399E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.005000E+00,-15.135E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.010000E+00,-3.268E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.015000E+00,+9.468E-03,-5.010E-03,-3.767E-03,-33.912E-03
+1.020000E+00,-2.416E-03,-5.010E-03,-3.928E-03,-33.912E-03
